id,text,author_id,location,referenced_tweets,source,language,created_at,attachments
1208046778416689153,"@SoCal_Chemistry Hi, I write poetry https://t.co/Q72HAU7ynA and blog on #mentalhealth https://t.co/VysiaFKtUF",1035185642236456960,"Noida, India",,Twitter for Android,en,2019-12-20 15:29:31+00:00,
1208046740831498240,"@NovemberHume Hi, I write poetry https://t.co/Q72HAU7ynA and blog on #mentalhealth https://t.co/VysiaFKtUF",1035185642236456960,"Noida, India",,Twitter for Android,en,2019-12-20 15:29:22+00:00,
1208046695461732352,"@MagicalOverload Hi, I write poetry https://t.co/Q72HAU7ynA and blog on #mentalhealth https://t.co/VysiaFKtUF",1035185642236456960,"Noida, India",,Twitter for Android,en,2019-12-20 15:29:11+00:00,
1208046561202036736,"@cindy_cdcummins Hi, I write poetry https://t.co/Q72HAU7ynA and blog on #mentalhealth https://t.co/VysiaFKtUF",1035185642236456960,"Noida, India",,Twitter for Android,en,2019-12-20 15:28:39+00:00,
1207705839047364608,#CAASupport #IndiaSupportsCAA #IndiaSupportsCAB #Motabhai #Mentalhealth @alifazal9 @deespeak @anuragkashyap72 @bhumipednekar @TripathiiPankaj  Pura Dekho Suno.... uske baad Tweet kro https://t.co/NBI3RMcAFy,796240311227924480,"Ahmadabad City, India",,Twitter for iPhone,in,2019-12-19 16:54:44+00:00,
1207699639996157952,"Honestly tho, they must! My #mentalhealth would have been so much better, had our politics not been so fucked up! How may one find peace with the hysteria, paranoia, and palpable violence around?
#IndiaAgainstCAA #IndiaKillingMinorities #NrcCaaProtest https://t.co/B0jvTug5rZ",1341181921,"New Delhi, India",,Twitter for Android,en,2019-12-19 16:30:06+00:00,
1207615502576537600,#MentalHealthAwareness #MentalHealthMatters #Mentalhealth #healthychoices https://t.co/plwmGEmjP7,1188817909235113984,"Bengaluru, India",,Twitter for iPhone,qme,2019-12-19 10:55:46+00:00,
1207260343279353857,"@dennisg_aaberg Hi, I write poetry https://t.co/Q72HAU7ynA and blog about #Mentalhealth https://t.co/VysiaFKtUF",1035185642236456960,"Ghaziabad, India",,Twitter for Android,en,2019-12-18 11:24:30+00:00,
1207234411718037504,"Listen to your inner voice which is guiding you every now and then❤️❤️❤️🙏🙏🙏
#mentalhealth #mentalhealthservices #wellnessprogram #holistichealing #chainakarmakar #lifecoach #psychepower #energyhealing #wellbeing… https://t.co/hJ66OyV9l8",3715672094,"Bengaluru South, India",,Instagram,en,2019-12-18 09:41:27+00:00,
1207196838647910400,"Such an important walk for mental health awareness. Participate if you are in Kolkata and if interested 👇

#Mentalhealth #MentalHealthMatters #walkathon https://t.co/WRS1C44YUe",134525908,"Kolkata, India",,Twitter for Android,en,2019-12-18 07:12:09+00:00,
1207123234992185348,@hearingvoice @HearingVoicesNY @hearing_voices_ @HVResearch @HVN_USA . It generally stops with medication. Learning the language also helps. @NIMHgov @mentalhealthind @Rethink_ #Mentalhealth #mentalillness #MentalHealthStories https://t.co/NzyQttYDrF,158297727,"Bengaluru South, India",,Twitter for iPhone,en,2019-12-18 02:19:41+00:00,
1206575151136956416,"#AirPollution leads to #Mentalhealth disorders

https://t.co/UDKHGv1BPK",769135811497426944,"Gurgaon, India",,Twitter for Android,en,2019-12-16 14:01:47+00:00,
1206085747180105728,"If you just want to live simple, focus on #physicalhealth,

 If you want to live well, focus on #Mentalhealth,

 If you want to live better, focus on #emotionalhealth,

 If you want to live the best, focus on #spiritualhealth.",183610522,"Aurangabad, India",,Twitter for Android,en,2019-12-15 05:37:04+00:00,
1205962799966384128,"Mental Health in desi families overseas is so important to discuss. They are often stuck in ideals of the past while pursuing green pastures for the future and the #patriarchy and #hypermasculinity can be so toxic. Good on you, Monty.

 #Mentalhealth #MontyPanesar #Cricket #Desi https://t.co/62XlnPUbU8",3243798182,"Chennai, India",,Twitter for Android,en,2019-12-14 21:28:31+00:00,
1205725634003005440,"People don’t change, they just become expert of showing different modes of their characters at different time &amp; phases of life. 

#Mentalhealth #stayaway #PositiveEnergy #SaturdayVibes",775952071,"Lucknow, India",,Twitter for iPhone,en,2019-12-14 05:46:07+00:00,
1205541740142219265,"Be aware, choose good.

Peace . Live Curious

#wellness #awareness #mentalhealth #socialhealth https://t.co/MO76uL8HTR",2470048402,"Bengaluru South, India",,Twitter for Android,en,2019-12-13 17:35:23+00:00,
1205506027107442689,"मेंटल हेल्थ अवेयरनेस के लिए दीपिका पादुकोण को मिला एनुअल क्रिस्टल अवॉर्ड
#annualcrystalawards
#awards #awardwinning #awareness #awardshow #deepikapadukone #mentalhealth #mentalhealthawareness #mentalhealthmatters #mentalillness #mentalhealthisimportant #mentalhealthsupport #India https://t.co/CtSeEtTZk4",1078568692374372353,"Lucknow, India",,Twitter for Android,hi,2019-12-13 15:13:28+00:00,
1205444960457232384,#book #poetry #poem #mentalhealth #kindle #kindleunlimited #pentopublish2019 #india #thane #goa #bengaluru #pune #celebrity,3855350559,"Panaji, India",,Twitter for Android,qht,2019-12-13 11:10:49+00:00,
1205441850603032576,On this #UHCDay let’s not forget that Health Promotion and Prevention are integral part of UHC package to reduce the burden of #NCDs and #mentalhealth on the road to achieving #SDGs @ncdalliance @DrTedros @DrAxelrod_WHO @katiedain1 @WHO https://t.co/yo0k6wEhAY,1000787396521115649,"New Delhi, India",,Twitter for iPhone,en,2019-12-13 10:58:27+00:00,
1205424449845002241,"@ITGDsports @IndiaToday #Mentalhealth this boy needs to be coached, that both the things he does are his job, and he should not be ashamed of what his talent be or his source of earning be.
He needs to be taught dignity of labour",158704024,"Madhya Pradesh, India",,Twitter for Android,en,2019-12-13 09:49:19+00:00,
1205353604342697984,"For the survey, 200,111 
households were visited in 186 districts of the country and a total of 473,569 
individuals were interviewed. That's real great work by @atulambekar and team. #kudos 

#Mentalhealth #MagnitudeOfSubstanceAbuseInIndia2019",28362409,"Noida, India",,Twitter for Android,en,2019-12-13 05:07:48+00:00,
1205352594308120576,"Here are some of the key findings from the report:

1: A substantial number of people use psychoactive substances in India, and that substance use exists in all the population groups. 

#psychoactive #Mentalhealth #MentalHealthAwareness #MentalHealthMatters #addiction",28362409,"Noida, India",,Twitter for Android,en,2019-12-13 05:03:47+00:00,
1205351939858300928,"An executive summary of the report titled ""Magnitude of Drug Abuse in India 2019"" is available here:
https://t.co/0ju9NhxjS0

#Mentalhealth
#drugabuse #alcoholaddiction",28362409,"Noida, India",,Twitter for Android,en,2019-12-13 05:01:11+00:00,
1205351158727860226,"Drug and alcohol use is one of the biggest burdens on the mental health of our youth. Good to see discussion on drug use among adolescents indeed! 

#Mentalhealth #mentalhealthmatters #addiction #alcohol #drugabuse https://t.co/4Q5M4JGnRS",28362409,"Noida, India",,Twitter for Android,en,2019-12-13 04:58:05+00:00,
1205327420212957187,"Depression can feel lonely. Come let's fight this hugely prevalent, but less talked about disease together.

Where: Chaayos, Green Park, New Delhi
When: 14th December 2019
Time: 11AM-12:30 PM
#MentalHealthAwareness #Mentalhealth #MentalHealthMatters #Mindset #depression #chaayos https://t.co/qdSwXlSgpY",582996630,"Noida, India",,Twitter for Android,en,2019-12-13 03:23:45+00:00,
1205166376991649792,"If at any stage anyone ever feels that they need to speak to someone in a time when they are struggling with their mental health, I will happily be that person!

Join me on 15th December at TopcatCCU.
I'd be sitting on the panel to talk about #MentalHealth because #ItsOkNotToBeOk https://t.co/M6HWZSb06E",91293862,"Kolkata, India",,Twitter for iPhone,en,2019-12-12 16:43:49+00:00,
1205136896000610305,"#DecisionFatigue is real!For 5 years now I eat the same breakfast everyday, follow the same sleep/wakeup routine.Wear black mostly. Buy the same grocery list every month.Yet on days like today I want to decide nothing, all this decision-making alone is tiring me.

#Mentalhealth",2336701370,"New Delhi, India",,Twitter for Android,en,2019-12-12 14:46:41+00:00,
1205059853267324934,"In this article, I discuss what's helping me make the most of my gap year!

It has truly been transformational. ✨

Do give it a read and comment if you have some tips!

#MentalHealthAwareness
#Mentalhealth #selfcare 

https://t.co/kSUoglZSPT",3373151592,"Pune, India",,Twitter for Android,en,2019-12-12 09:40:32+00:00,
1205059257990692864,"A gap year can definitely take a toll on your mental health. A lot of things are hanging by the thread and there's a lot of ""figuring out"" to be done. 

But that's the beauty of it, don't you think? 

#MentalHealthAwareness #Mentalhealth #selfcare",3373151592,"Pune, India",,Twitter for Android,en,2019-12-12 09:38:10+00:00,
1204925106473951233,#bibleverse #hiphop #unsignedrapper #unsignedtalentindia #hiphophead #god #instamusic #hiphopartist #youtubers #music #belief  #darkart #darkmusic #darkness #faith #morningvibes #mentalhealth #rocker #songwriters… https://t.co/tUCnh0NVib,137938841,"New Delhi, India",,Instagram,und,2019-12-12 00:45:06+00:00,
1204780263869423624,"You said war is easy, have you ever tried keeping peace. 
One sided peace is harder than one sided love.
#trythat #peaceofmind #peaceandlove #mentalhealth",775952071,"Lucknow, India",,Twitter for iPhone,en,2019-12-11 15:09:33+00:00,
1204713600704643072,"Feeling sick isn't an excuse to eat junk -
I have caught a cold today. But what I eat stays the same. Essential macros. No need of sugary foods to make me feel better.
-
When you aren't well, stick to healthy eating
#healthspan #sick #diet #healthyeating #mentalhealth #gym #fit",1128727866416320512,"Haveli, India",,Twitter for iPhone,en,2019-12-11 10:44:39+00:00,
1204672205516242944,"Life is to be lived not to be solved.. 🙏❤️🙏
#mentalhealth #mentalhealthservices #wellnessprogram #holistichealing #chainakarmakar #lifecoach #psychepower #energyhealing #wellbeing #mindfulness #poweroftouch #yogi… https://t.co/4JHDnyzzpx",3715672094,"Bengaluru, India",,Instagram,en,2019-12-11 08:00:10+00:00,
1204625892875456512,"#Dementia  Early Signs and Symptoms... Know about it before it's too late. https://t.co/bHss9Xw9pm via @indiaweightloss
#Mentalhealth #Alzheimers",2744988228,"Panchkula, India",,Twitter for Android,en,2019-12-11 04:56:08+00:00,
1204590604195250181,"Thread..
The journey of a healer in healing herself 🙂💖 #MentalHealthAwareness  #MentalHealthMatters #mentalillness  #Mentalhealth https://t.co/jiZZKjpLpa",873794970586562560,"Bengaluru, India",,Twitter for Android,en,2019-12-11 02:35:54+00:00,
1204426201369964545,"The Safe Place presents you it's first event of 2020 &amp; the second edition of ""𝑯𝒐𝒎𝒆𝒄𝒐𝒎𝒊𝒏𝒈"" - A complete Mental Health evening with Talks, games, activities, discussion, arts, music and a combined effort to normalize #Mentalhealth!
Register now: https://t.co/AYiQJvxuhY https://t.co/bptIExUTWh",1065959165560909826,"Chennai, India",,Twitter for Android,en,2019-12-10 15:42:38+00:00,
1204403666943463424,"#palawiproject #donations #sevatirth #pandharpur #instagood #socialmediamarketing #socialwork #hiv #womenandchildren #mentalhealth 
https://t.co/4nv85vz6Q1
https://t.co/xADTOLangL @ India https://t.co/dy4paNIxw5",1072901390345748480,"Maharashtra, India",,Instagram,pt,2019-12-10 14:13:05+00:00,
1204348112094916609,"""Care givers need to look after themselves as well while looking after the mentally ill people"" 

-Dr Chavda, Physiatrist 

#Mentalhealth #HumanRightsDay india #silencetodo",705651476790521856,"Mumbai, India",,Twitter for Android,en,2019-12-10 10:32:20+00:00,
1204347416620625920,"""By being more cognitively stimulated the mental disability could be delayed"" 

""Physical disability is not necessarily a hindrance in being mentally fit"" 

-Dr Chavda, Psychiatry 

#Mentalhealth #HumanRightsDay india #silencetodo",705651476790521856,"Mumbai, India",,Twitter for Android,en,2019-12-10 10:29:34+00:00,
1204345995888168960,"""In Canada we have community services for the people with mental illness. We have more preventive approach than curative"" 

-MS Dube, Concul General

#Mentalhealth #HumanRightsDay india",705651476790521856,"Mumbai, India",,Twitter for Android,en,2019-12-10 10:23:55+00:00,
1204343745639931904,"""Is there an insurance for mentally disabled people just like they have for physical disability? 

-Dr Prakriti Poddar

#Mentalhealth #HumanRightsDay india #silencetodo",705651476790521856,"Mumbai, India",,Twitter for Android,en,2019-12-10 10:14:59+00:00,
1204343400859746304,"""Pension plans are in place in Canada for elderly with mental disability"" 

-MS Dube

#Mentalhealth #HumanRightsDay india #silencetodo",705651476790521856,"Mumbai, India",,Twitter for Android,en,2019-12-10 10:13:37+00:00,
1204342864722792448,"""Suicide is not a sign of weakness. Going to a therapist is not a weakness- not going to one in need, is"" 

-Dr Chavda, Psychiatry 

#Mentalhealth #HumanRightsDay india #silencetodo",705651476790521856,"Mumbai, India",,Twitter for Android,en,2019-12-10 10:11:29+00:00,
1204341927195267074,"""Geriatric people take over dose of the drugs in an attempt to commit suicide due to lack of care, hope and awareness"" 

-Dr Chavda, Psychiatrist 

#Mentalhealth #HumanRightsDay #silencetodo",705651476790521856,"Mumbai, India",,Twitter for Android,en,2019-12-10 10:07:45+00:00,
1204341461229006848,"""Suicides are becoming a norm early in life. We need to attempt recognise and vocalise more about depression"" 

-Dr Chavda, Psychiatrist 

#Mentalhealth #HumanRightsDay #silencetodo",705651476790521856,"Mumbai, India",,Twitter for Android,en,2019-12-10 10:05:54+00:00,
1204339469135990784,"""Inclusion of the elderly with mental disability in the ambit of Human rights"" 

-Dr.Prakriti Poddar

#Mentalhealth #HumanRightsDay india #silencetodo",705651476790521856,"Mumbai, India",,Twitter for Android,en,2019-12-10 09:57:59+00:00,
1204338930000072704,"""In Canada, the peers are more supportive towards people with mental illnesses""

#Mentalhealth #awareness #HumanRightsDay #",705651476790521856,"Mumbai, India",,Twitter for Android,en,2019-12-10 09:55:51+00:00,
1204338462335258626,"""In Canada government provides subsidies for people with mental illness"" 

-MS Dube, Consul General Canada

#Mentalhealth #awareness #HumanRightsDay india #silencetodo",705651476790521856,"Mumbai, India",,Twitter for Android,en,2019-12-10 09:53:59+00:00,
1204338159070273536,"""We need to bring mental illness into the mainstream and be more accepting, inclusive and sensitive towards people who suffer with mental illness. 

-Dr Chavda, Psychiatrist 

#Mentalhealth #HumanRightsDay #awareness #silencetodo",705651476790521856,"Mumbai, India",,Twitter for Android,en,2019-12-10 09:52:47+00:00,
1204337597406826496,"""The corporations need to be more inclusive towards people with mental illnesses"" 

-Dr Chavda, Psychiatrist 

#Mentalhealth #awareness #HumanRightsDay india #silencetodo",705651476790521856,"Mumbai, India",,Twitter for Android,en,2019-12-10 09:50:33+00:00,
1204337245525725184,"""If people are mentally unwell and are taking medical care, they are fit to be employed""

-Dr. Chavda, Psychiatrist 

#Mentalhealth #HumanRightsDay india #awareness #silencetodo",705651476790521856,"Mumbai, India",,Twitter for Android,en,2019-12-10 09:49:09+00:00,
1204336712370941953,"""The children with mental disability need to be included with the normal children classroom"" 

-VK Gautamji, Chief Secretary, MSHRC

#Mentalhealth #HumanRightsDay #awareness #silencetodo",705651476790521856,"Mumbai, India",,Twitter for Android,en,2019-12-10 09:47:02+00:00,
1204336383600611328,"""In India we dont have career counseling at an early age for the children""

-Gautamji, Ass. Chief Secretary, MSHRC

#Mentalhealth #HumanRightsDay #awareness #silencetodo",705651476790521856,"Mumbai, India",,Twitter for Android,en,2019-12-10 09:45:43+00:00,
1204335897954545664,"""Provisions for employability of people with mental illness"" 

-Dr. Prakriti Poddar

#Mentalhealth #HumanRightsDay #awareness #silencetodo",705651476790521856,"Mumbai, India",,Twitter for Android,en,2019-12-10 09:43:48+00:00,
